movie_name,ranking,score,score_num,tag
穿越时空的少女,167,8.6,209064,"
                            导演: 细田守 Mamoru Hosoda???主演: 仲里依纱 Riisa Naka / 石田卓也 Takuya...,
                            2006?/?日本?/?剧情 爱情 科幻 动画
                        ,
                                ,
                            "
我是山姆,168,8.8,122671,"
                            导演: 杰茜・尼尔森 Jessie Nelson???主演: Sean Penn / Dakota Fanning / Mi...,
                            2001?/?美国?/?剧情 家庭
                        ,
                                ,
                            "
冰川时代,169,8.5,314939,"
                            导演: 卡洛斯・沙尔丹哈 Carlos Saldanha / 克里斯・韦奇 Chris Wedge???主演...,
                            2002?/?美国?/?喜剧 动画 冒险
                        ,
                                ,
                            "
人工智能,170,8.6,218424,"
                            导演: 史蒂文・斯皮尔伯格 Steven Spielberg???主演: 海利・乔・奥斯蒙 Haley...,
                            2001?/?美国?/?冒险 剧情 科幻
                        ,
                                ,
                            "
爆裂鼓手,171,8.6,273468,"
                            导演: 达米安・沙泽勒 Damien Chazelle???主演: 迈尔斯・特勒 Miles Teller /...,
                            2014?/?美国?/?剧情 音乐
                        ,
                                ,
                            "
浪潮,172,8.7,150740,"
                            导演: 丹尼斯・甘塞尔 Dennis Gansel???主演: 尤尔根・沃格尔 Jürgen Vogel ...,
                            2008?/?德国?/?剧情 惊悚
                        ,
                                ,
                            "
未麻的部屋,173,8.8,117124,"
                            导演: 今敏 Satoshi Kon???主演: 岩男润子 Junko Iwao / 松本梨香 Rica Matsu...,
                            1997?/?日本?/?动画 奇幻 惊悚
                        ,
                                ,
                            "
罗生门,174,8.7,146462,"
                            导演: 黑泽明 Akira Kurosawa???主演: 三船敏郎 Toshir? Mifune / 千秋实 ...,
                            1950?/?日本?/?犯罪 剧情 悬疑
                        ,
                                ,
                            "
朗读者,175,8.5,303329,"
                            导演: 史蒂芬・戴德利 Stephen Daldry???主演: 凯特・温丝莱特 Kate Winslet ...,
                            2008?/?美国 德国?/?剧情 爱情
                        ,
                                ,
                            "
被解救的姜戈,176,8.6,295802,"
                            导演: 昆汀・塔伦蒂诺 Quentin Tarantino???主演: 杰米・福克斯 Jamie Foxx /...,
                            2012?/?美国?/?剧情 动作 西部 冒险
                        ,
                                ,
                            "
头脑特工队,177,8.7,272309,"
                            导演: 彼特・道格特 Pete Docter / 罗纳尔多・德尔・卡门 Ronaldo Del Carmen??&nb...,
                            2015?/?美国?/?喜剧 动画 冒险
                        ,
                                ,
                            "
香水,178,8.4,312861,"
                            导演: 汤姆・提克威 Tom Tykwer???主演: 本・卫肖 Ben Whishaw / 艾伦・瑞克...,
                            2006?/?德国 法国 西班牙 美国?/?剧情 犯罪 奇幻
                        ,
                                ,
                            "
阿飞正传,179,8.5,241082,"
                            导演: 王家卫 Kar Wai Wong???主演: 张国荣 Leslie Cheung / 张曼玉 Maggie C...,
                            1990?/?香港?/?犯罪 剧情 爱情
                        ,
                                ,
                            "
你的名字。,180,8.4,577410,"
                            导演: 新海诚 Makoto Shinkai???主演: 神木隆之介 Ry?nosuke Kamiki / 上...,
                            2016?/?日本?/?剧情 爱情 动画
                        ,
                                ,
                            "
可可西里,181,8.7,147343,"
                            导演: 陆川 Chuan Lu???主演: 多布杰 Duobujie / 张磊 Lei Zhang / 亓亮 Qi L...,
                            2004?/?中国大陆 香港?/?剧情 犯罪
                        ,
                                ,
                            "
恐怖游轮,182,8.4,377913,"
                            导演: 克里斯托弗・史密斯 Christopher Smith???主演: 梅利莎・乔治 Melissa ...,
                            2009?/?英国 澳大利亚?/?剧情 悬疑 惊悚
                        ,
                                ,
                            "
房间,183,8.8,185926,"
                            导演: 伦尼・阿伯拉罕森 Lenny Abrahamson???主演: 布丽・拉尔森 Brie Larson...,
                            2015?/?爱尔兰 加拿大 英国 美国?/?剧情 家庭
                        ,
                                ,
                            "
一次别离,184,8.7,148795,"
                            导演: 阿斯哈・法哈蒂  Asghar Farhadi???主演: 佩曼・莫阿迪 Peyman Moadi /...,
                            2011?/?伊朗 法国?/?剧情 家庭
                        ,
                                ,
                            "
战争之王,185,8.6,194450,"
                            导演: 安德鲁・尼科尔 Andrew Niccol???主演: 尼古拉斯・凯奇 Nicolas Cage /...,
                            2005?/?美国 法国?/?剧情 犯罪
                        ,
                                ,
                            "
追随,186,8.9,92716,"
                            导演: 克里斯托弗・诺兰 Christopher Nolan???主演: 杰里米・西奥伯德 Jeremy...,
                            1998?/?英国?/?犯罪 悬疑 惊悚
                        ,
                                ,
                            "
撞车,187,8.6,193666,"
                            导演: 保罗・哈吉斯 Paul Haggis???主演: 桑德拉・布洛克 Sandra Bullock / ...,
                            2004?/?美国 德国?/?犯罪 剧情
                        ,
                                ,
                            "
模仿游戏,188,8.6,296514,"
                            导演: 莫腾・泰杜姆 Morten Tyldum???主演: 本尼迪克特・康伯巴奇 Benedict C...,
                            2014?/?英国 美国?/?剧情 传记 战争 同性
                        ,
                                ,
                            "
一个叫欧维的男人决定去死,189,8.8,149718,"
                            导演: 汉内斯・赫尔姆 Hannes Holm???主演: 罗夫・拉斯加德 Rolf Lassg?rd...,
                            2015?/?瑞典?/?剧情
                        ,
                                ,
                            "
忠犬八公物语,190,9,73389,"
                            导演: Seijir? K?yama???主演: 山本圭 Kei Yamamoto / 井川比佐志 Hisa...,
                            1987?/?日本?/?剧情
                        ,
                                ,
                            "
地球上的星星,191,8.9,98350,"
                            导演: 阿米尔・汗 Aamir Khan???主演: 达席尔・萨法瑞 Darsheel Safary / 阿...,
                            2007?/?印度?/?剧情 儿童 家庭
                        ,
                                ,
                            "
魔女宅急便,192,8.5,224905,"
                            导演: 宫崎骏 Hayao Miyazaki???主演: 高山南 Minami Takayama / 佐久间玲 Re...,
                            1989?/?日本?/?动画 奇幻 冒险
                        ,
                                ,
                            "
完美陌生人,193,8.6,246188,"
                            导演: 保罗・格诺维瑟 Paolo Genovese???主演: 马可・贾利尼 Marco Giallini ...,
                            2016?/?意大利?/?剧情 喜剧
                        ,
                                ,
                            "
谍影重重,194,8.5,220182,"
                            导演: 道格・里曼 Doug Liman???主演: 马特・达蒙 Matt Damon / 弗兰卡・波坦...,
                            2002?/?美国 德国 捷克?/?动作 悬疑 惊悚
                        ,
                                ,
                            "
谍影重重2,195,8.6,182831,"
                            导演: 保罗・格林格拉斯 Paul Greengrass???主演: 马特・达蒙 Matt Damon / ...,
                            2004?/?美国 德国?/?动作 悬疑 惊悚
                        ,
                                ,
                            "
牯岭街少年杀人事件,196,8.8,123107,"
                            导演: 杨德昌 Edward Yang???主演: 张震 Chen Chang / 杨静怡 Lisa Yang / 张...,
                            1991?/?台湾?/?剧情 犯罪
                        ,
                                ,
                            "
哪吒闹海,197,8.9,96071,"
                            导演: 严定宪 Dingxian Yan / 王树忱 Shuchen Wang???主演: 梁正晖 Zhenghui ...,
                            1979?/?中国大陆?/?冒险 动画 奇幻
                        ,
                                ,
                            "
梦之安魂曲,198,8.7,125885,"
                            导演: 达伦・阿伦诺夫斯基 Darren Aronofsky???主演: 艾伦・伯斯汀 Ellen Bur...,
                            2000?/?美国?/?剧情
                        ,
                                ,
                            "
青蛇,199,8.5,256265,"
                            导演: 徐克 Hark Tsui???主演: 张曼玉 Maggie Cheung / 王祖贤 Joey Wang / ...,
                            1993?/?香港?/?剧情 奇幻 古装
                        ,
                                ,
                            "
惊魂记,200,8.9,97964,"
                            导演: Alfred Hitchcock???主演: Janet Leigh / Anthony Perkins / Vera Miles,
                            1960?/?美国?/?悬疑 惊悚 恐怖
                        ,
                                ,
                            "
黑客帝国3：矩阵革命,201,8.6,181129,"
                            导演: Andy Wachowski / Larry Wachowski???主演: Keanu Reeves / Laurence F...,
                            2003?/?美国 澳大利亚?/?动作 科幻
                        ,
                                ,
                            "
小萝莉的猴神大叔,202,8.5,201830,"
                            导演: 卡比尔・汗 Kabir Khan???主演: 萨尔曼・汗 Salman Khan / 哈莎莉・马...,
                            2015?/?印度?/?剧情 喜剧 动作
                        ,
                                ,
                            "
再次出发之纽约遇见你,203,8.5,200726,"
                            导演: 约翰・卡尼 John Carney???主演: 凯拉・奈特莉 Keira Knightley / 马克...,
                            2013?/?美国?/?喜剧 爱情 音乐
                        ,
                                ,
                            "
东京物语,204,9.2,59840,"
                            导演: 小津安二郎 Yasujir? Ozu???主演: 笠智众 Chish? Ry? / 原节...,
                            1953?/?日本?/?剧情 家庭
                        ,
                                ,
                            "
新龙门客栈,205,8.5,213122,"
                            导演: 李惠民 Raymond Lee???主演: 张曼玉 Maggie Cheung / 林青霞 Brigitte ...,
                            1992?/?香港 中国大陆?/?剧情 动作 武侠 古装
                        ,
                                ,
                            "
海街日记,206,8.7,164272,"
                            导演: 是枝裕和 Hirokazu Koreeda???主演: 绫濑遥 Haruka Ayase / 长泽雅美 M...,
                            2015?/?日本?/?剧情 家庭
                        ,
                                ,
                            "
步履不停,207,8.8,104186,"
                            导演: 是枝裕和 Hirokazu Koreeda???主演: 阿部宽 Hiroshi Abe / 夏川结衣 Yu...,
                            2008?/?日本?/?剧情 家庭
                        ,
                                ,
                            "
源代码,208,8.4,452814,"
                            导演: 邓肯・琼斯 Duncan Jones???主演: 杰克・吉伦哈尔 Jake Gyllenhaal / ...,
                            2011?/?美国 加拿大?/?科幻 悬疑 惊悚
                        ,
                                ,
                            "
终结者2：审判日,209,8.6,160932,"
                            导演: 詹姆斯・卡梅隆 James Cameron???主演: 阿诺・施瓦辛格 Arnold Schwarz...,
                            1991?/?美国 法国?/?动作 科幻
                        ,
                                ,
                            "
绿里奇迹,210,8.7,121819,"
                            导演: Frank Darabont???主演: 汤姆・汉克斯 Tom Hanks / 大卫・摩斯 David M...,
                            1999?/?美国?/?犯罪 剧情 奇幻 悬疑
                        ,
                                ,
                            "
末路狂花,211,8.7,118536,"
                            导演: 雷德利・斯科特 Ridley Scott???主演: 吉娜・戴维斯 Geena Davis / 苏...,
                            1991?/?美国 法国?/?犯罪 剧情 惊悚
                        ,
                                ,
                            "
初恋这件小事,212,8.3,525267,"
                            导演: 普特鹏・普罗萨卡・那・萨克那卡林 Puttipong Promsaka Na Sakolnakorn / 华森・波克彭...,
                            2010?/?泰国?/?剧情 喜剧 爱情
                        ,
                                ,
                            "
无敌破坏王,213,8.7,214035,"
                            导演: 瑞奇・莫尔 Rich Moore???主演: 约翰・C・赖利 John C. Reilly / 萨拉...,
                            2012?/?美国?/?喜剧 动画 奇幻 冒险
                        ,
                                ,
                            "
秒速5厘米,214,8.3,345024,"
                            导演: 新海诚 Makoto Shinkai???主演: 水桥研二 Kenji Mizuhashi / 近藤好美 ...,
                            2007?/?日本?/?动画 剧情 爱情
                        ,
                                ,
                            "
城市之光,215,9.2,52455,"
                            导演: Charles Chaplin???主演: 查理・卓别林 Charles Chaplin / 弗吉尼亚・...,
                            1931?/?美国?/?喜剧 剧情 爱情
                        ,
                                ,
                            "
无耻混蛋,216,8.5,250242,"
                            导演: Quentin Tarantino???主演: 布拉德・皮特 Brad Pitt / 梅拉尼・罗兰 M...,
                            2009?/?美国 德国?/?剧情 犯罪
                        ,
                                ,
                            "
爱在午夜降临前,217,8.8,135360,"
                            导演: 理查德・林克莱特 Richard Linklater???主演: 伊桑・霍克 Ethan Hawke ...,
                            2013?/?美国?/?剧情 爱情
                        ,
                                ,
                            "
这个男人来自地球,218,8.5,207040,"
                            导演: 理查德・沙因克曼 Richard Schenkman???主演: 大卫・李・史密斯 David ...,
                            2007?/?美国?/?剧情 科幻
                        ,
                                ,
                            "
碧海蓝天,219,8.7,114691,"
                            导演: Luc Besson???主演: 让-马克・巴尔 Jean-Marc Barr / 让・雷诺 Jean Re...,
                            1988?/?法国 美国 意大利?/?剧情 爱情
                        ,
                                ,
                            "
疯狂的石头,220,8.3,363666,"
                            导演: 宁浩 Hao Ning???主演: 郭涛 Tao Guo / 刘桦 Hua Liu / 连晋 Teddy Lin,
                            2006?/?中国大陆 香港?/?喜剧 犯罪
                        ,
                                ,
                            "
勇闯夺命岛,221,8.6,158093,"
                            导演: 迈克尔・贝 Michael Bay???主演: 肖恩・康纳利 Sean Connery / 尼古拉...,
                            1996?/?美国?/?动作 冒险
                        ,
                                ,
                            "
E.T. 外星人,222,8.5,175661,"
                            导演: Steven Spielberg???主演: Henry Thomas / Dee Wallace / Robert MacNa...,
                            1982?/?美国?/?剧情 科幻
                        ,
                                ,
                            "
变脸,223,8.4,238139,"
                            导演: 吴宇森 John Woo???主演: 约翰・特拉沃尔塔 John Travolta / 尼古拉斯...,
                            1997?/?美国?/?动作 科幻 犯罪 惊悚
                        ,
                                ,
                            "
卡萨布兰卡,224,8.6,139365,"
                            导演: Michael Curtiz???主演: 亨弗莱・鲍嘉 Humphrey Bogart / 英格丽・褒曼...,
                            1942?/?美国?/?剧情 爱情 战争
                        ,
                                ,
                            "
海盗电台,225,8.6,179279,"
                            导演: 理查德・柯蒂斯 Richard Curtis???主演: 比尔・奈伊 Bill Nighy / 肯尼...,
                            2009?/?英国 德国 法国?/?剧情 喜剧 音乐
                        ,
                                ,
                            "
发条橙,226,8.5,205641,"
                            导演: Stanley Kubrick???主演: Malcolm McDowell / Patrick Magee / Michael...,
                            1971?/?英国 美国?/?犯罪 剧情 科幻
                        ,
                                ,
                            "
黄金三镖客,227,9.1,59180,"
                            导演: Sergio Leone???主演: Clint Eastwood / Eli Wallach / Lee Van Cleef,
                            1966?/?意大利 西班牙 西德?/?冒险 西部
                        ,
                                ,
                            "
彗星来的那一夜,228,8.4,215607,"
                            导演: 詹姆斯・沃德・布柯特 James Ward Byrkit???主演: 艾米丽・芭尔多尼 Em...,
                            2013?/?美国 英国?/?科幻 悬疑 惊悚
                        ,
                                ,
                            "
美国丽人,229,8.5,206452,"
                            导演: 萨姆・门德斯 Sam Mendes???主演: 凯文・史派西 Kevin Spacey / 安妮特...,
                            1999?/?美国?/?剧情 爱情 家庭
                        ,
                                ,
                            "
聚焦,230,8.8,146736,"
                            导演: 托马斯・麦卡锡 Thomas McCarthy???主演: 马克・鲁弗洛 Mark Ruffalo /...,
                            2015?/?美国?/?剧情 传记
                        ,
                                ,
                            "
血钻,231,8.5,154079,"
                            导演: 爱德华・兹威克 Edward Zwick???主演: 莱昂纳多・迪卡普里奥 Leonardo ...,
                            2006?/?美国 德国?/?剧情 惊悚 冒险
                        ,
                                ,
                            "
荒野生存,232,8.6,141848,"
                            导演: 西恩・潘 Sean Penn???主演: 埃米尔・赫斯基 Emile Hirsch / 马西娅・...,
                            2007?/?美国?/?冒险 传记 剧情
                        ,
                                ,
                            "
国王的演讲,233,8.3,379697,"
                            导演: 汤姆・霍珀 Tom Hooper???主演: 柯林・菲尔斯 Colin Firth / 杰弗里・...,
                            2010?/?英国 澳大利亚 美国?/?剧情 传记 历史
                        ,
                                ,
                            "
非常嫌疑犯,234,8.6,134082,"
                            导演: 布莱恩・辛格 Bryan Singer???主演: 史蒂芬・鲍德温 Stephen Baldwin /...,
                            1995?/?德国 美国?/?剧情 犯罪 悬疑 惊悚
                        ,
                                ,
                            "
英国病人,235,8.5,189875,"
                            导演: 安东尼・明格拉 Anthony Minghella???主演: 拉尔夫・费因斯 Ralph Fien...,
                            1996?/?美国 英国?/?爱情 剧情 战争
                        ,
                                ,
                            "
迁徙的鸟,236,9.1,55855,"
                            导演: 雅克・贝汉 Jacques Perrin / 雅克・克鲁奥德 Jacques Cluzaud???主演:...,
                            2001?/?法国 德国 意大利 西班牙 瑞士?/?纪录片
                        ,
                                ,
                            "
黑鹰坠落,237,8.6,134839,"
                            导演: 雷德利・斯科特 Ridley Scott???主演: 乔什・哈奈特 Josh Hartnett / ...,
                            2001?/?美国?/?动作 历史 战争
                        ,
                                ,
                            "
我爱你,238,9,67364,"
                            导演: 秋昌民 Chang-min Choo???主演: 宋在河 Jae-ho Song / 李顺载 Soon-jae...,
                            2011?/?韩国?/?剧情 爱情
                        ,
                                ,
                            "
勇士,239,8.9,95780,"
                            导演: 加文・欧康诺 Gavin O'Connor???主演: 汤姆・哈迪 Tom Hardy / 乔尔・...,
                            2011?/?美国?/?剧情 运动 家庭
                        ,
                                ,
                            "
遗愿清单,240,8.5,150315,"
                            导演: 罗伯・莱纳 Rob Reiner???主演: 杰克・尼科尔森 Jack Nicholson / 摩根...,
                            2007?/?美国?/?冒险 喜剧 剧情
                        ,
                                ,
                            "
荒岛余生,241,8.5,154409,"
                            导演: 罗伯特・泽米吉斯 Robert Zemeckis???主演: 汤姆・汉克斯 Tom Hanks / ...,
                            2000?/?美国?/?冒险 剧情
                        ,
                                ,
                            "
燕尾蝶,242,8.6,114941,"
                            导演: 岩井俊二 Shunji Iwai???主演: 恰拉 Chara / 伊藤步 Ayumi Ito / 三上...,
                            1996?/?日本?/?犯罪 剧情
                        ,
                                ,
                            "
枪火,243,8.7,112357,"
                            导演: 杜琪峰 Johnnie To???主演: 吴镇宇 Francis Ng / 任达华 Simon Yam / ...,
                            1999?/?香港?/?剧情 动作 犯罪
                        ,
                                ,
                            "
2001太空漫游,244,8.7,110057,"
                            导演: 斯坦利・库布里克 Stanley Kubrick???主演: 凯尔・杜拉 Keir Dullea / ...,
                            1968?/?英国 美国?/?科幻 惊悚 冒险
                        ,
                                ,
                            "
叫我第一名,245,8.6,119634,"
                            导演: 彼得・维纳 Peter Werner???主演: 詹姆斯・沃克 James Wolk / 特里特・...,
                            2008?/?美国?/?剧情 传记
                        ,
                                ,
                            "
穆赫兰道,246,8.3,259228,"
                            导演: 大卫・林奇 David Lynch???主演: 娜奥米・沃茨 Naomi Watts / 劳拉・哈...,
                            2001?/?法国 美国?/?剧情 悬疑 惊悚
                        ,
                                ,
                            "
千钧一发,247,8.7,99536,"
                            导演: 安德鲁・尼科尔 Andrew Niccol???主演: 伊桑・霍克 Ethan Hawke / 乌玛...,
                            1997?/?美国?/?剧情 科幻 惊悚
                        ,
                                ,
                            "
上帝也疯狂,248,8.7,105343,"
                            导演: Jamie Uys???主演: Marius Weyers / Sandra Prinsloo / N!xau,
                            1980?/?博茨瓦纳 南非?/?喜剧
                        ,
                                ,
                            "
大卫・戈尔的一生,249,8.6,109013,"
                            导演: Alan Parker???主演: 凯文・史派西 Kevin Spacey / 凯特・温丝莱特 Kat...,
                            2003?/?美国 德国 英国?/?剧情 犯罪 悬疑
                        ,
                                ,
                            "
蓝色大门,250,8.3,293893,"
                            导演: 易智言 Chih-yen Yee???主演: 陈柏霖 Bo-lin Chen / 桂纶镁 Lunmei Kwa...,
                            2002?/?台湾 法国?/?剧情 爱情 同性
                        ,
                                ,
                            "
